id,title,authors,first_author,doi,year,venue,abstract,keywords,raw_entry
10952212,Generative AI's Exponential Growth,"Musiol, Martin",Musiol,,2024,Generative AI: Navigating the Course to the Artificial General Intelligence Future,"Summary <p>This chapter peels back the layers and explores the underlying factors that played a pivotal role in the rise of generative AI. The rise of generative AI is being significantly propelled by its convergence with other fields\&\#x2014;a phenomenon known as technological convergence. Technological convergence is often directional, with one field exerting a greater influence on other. Cloud computing, in its essence, is the great equalizer. It has ushered in an era where computing power, once the exclusive domain of tech behemoths, is now within arm's reach of the many. Quantum computing holds the potential to transform the computational world. Big Data is the main source for modern AI systems, providing the information for machine learning (ML) to get better. The evolution in AI is driven by advanced ML algorithms, an open source culture, and a suite of tools and libraries that streamline AI development.</p>",Artificial intelligence;Generative AI;Technological innovation;Business;Investment;Games;Deep learning;Cloud computing;Vehicle dynamics;Transistors,"{'url': 'https://ieeexplore-ieee-org.crai.referencistas.com/document/10952212', 'isbn': '9781394205950', 'publisher': 'Wiley', 'issn': '', 'doi': '', 'keywords': 'Artificial intelligence;Generative AI;Technological innovation;Business;Investment;Games;Deep learning;Cloud computing;Vehicle dynamics;Transistors', 'abstract': ""Summary <p>This chapter peels back the layers and explores the underlying factors that played a pivotal role in the rise of generative AI. The rise of generative AI is being significantly propelled by its convergence with other fields\\&\\#x2014;a phenomenon known as technological convergence. Technological convergence is often directional, with one field exerting a greater influence on other. Cloud computing, in its essence, is the great equalizer. It has ushered in an era where computing power, once the exclusive domain of tech behemoths, is now within arm's reach of the many. Quantum computing holds the potential to transform the computational world. Big Data is the main source for modern AI systems, providing the information for machine learning (ML) to get better. The evolution in AI is driven by advanced ML algorithms, an open source culture, and a suite of tools and libraries that streamline AI development.</p>"", 'pages': '219-283', 'number': '', 'volume': '', 'year': '2024', 'title': ""Generative AI's Exponential Growth"", 'booktitle': 'Generative AI: Navigating the Course to the Artificial General Intelligence Future', 'author': 'Musiol, Martin', 'ENTRYTYPE': 'inbook', 'ID': '10952212'}"
11076064,Very High- to High- Resolution Imagery Transferability for Building Damage Detection Using Generative AI,"Shibli, Ali and Nascetti, Andrea and Ban, Yifang",Shibli,10.1109/JURSE60372.2025.11076064,2025,2025 Joint Urban Remote Sensing Event (JURSE),"Wildfires are a growing global concern, causing significant damage to urban infrastructure each year. This study presents a novel approach for building damage assessment using generative artificial intelligence, focusing on the transferability of high-resolution satellite imagery models to lower-resolution datasets. Our diffusion-based model is trained on the xView2 Wildfire Building Damage Benchmark, a dataset specifically designed for wildfire-induced building damage detection. The model is further evaluated on real-world wildfire incidents in Lahaina, Hawaii, and Athens, Greece, demonstrating its effectiveness in damage localization across varying spatial resolutions. With competitive performance on benchmark datasets and practical utility in real-world scenarios, this work highlights the potential of generative AI for geospatial disaster assessment and urban resilience.",Deep learning;Wildfires;Generative AI;Disasters;Buildings;Benchmark testing;Diffusion models;Satellite images;Geospatial analysis;Spatial resolution;Natural disasters;wildfire;machine learning;diffusion models;deep learning;generative artificial intelligence;satellite imagery;geospatial data,"{'month': 'May', 'issn': '2642-9535', 'doi': '10.1109/JURSE60372.2025.11076064', 'keywords': 'Deep learning;Wildfires;Generative AI;Disasters;Buildings;Benchmark testing;Diffusion models;Satellite images;Geospatial analysis;Spatial resolution;Natural disasters;wildfire;machine learning;diffusion models;deep learning;generative artificial intelligence;satellite imagery;geospatial data', 'abstract': 'Wildfires are a growing global concern, causing significant damage to urban infrastructure each year. This study presents a novel approach for building damage assessment using generative artificial intelligence, focusing on the transferability of high-resolution satellite imagery models to lower-resolution datasets. Our diffusion-based model is trained on the xView2 Wildfire Building Damage Benchmark, a dataset specifically designed for wildfire-induced building damage detection. The model is further evaluated on real-world wildfire incidents in Lahaina, Hawaii, and Athens, Greece, demonstrating its effectiveness in damage localization across varying spatial resolutions. With competitive performance on benchmark datasets and practical utility in real-world scenarios, this work highlights the potential of generative AI for geospatial disaster assessment and urban resilience.', 'pages': '1-4', 'number': '', 'volume': 'CFP25RSD-ART', 'year': '2025', 'title': 'Very High- to High- Resolution Imagery Transferability for Building Damage Detection Using Generative AI', 'booktitle': '2025 Joint Urban Remote Sensing Event (JURSE)', 'author': 'Shibli, Ali and Nascetti, Andrea and Ban, Yifang', 'ENTRYTYPE': 'inproceedings', 'ID': '11076064'}"
10981398,DS Generative AI for Supporting Teaching Activities,"Montoya Montoya, José Fabián and Lopez-Vargas, Jorge",Montoya Montoya,10.1109/EDUNINE62377.2025.10981398,2025,2025 IEEE Engineering Education World Conference (EDUNINE),"Generative Artificial Intelligence (GAI) has become significant in education, particularly for creating content, resources, and automating repetitive and timeconsuming tasks. This project explores GAI’s potential to support teachers in analyzing low-to-medium complexity programs of student’s tasks, supporting the activities of teachers. The proposed solution includes an API and web application built based on the GPT-4o Large Language Model (LLM), specifically designed for teachers. The methodology begins with a review of relevant literature review to identify scenarios where GAI have shown their potential in the educational field. Subsequently, the performance of the GPT-4o model is evaluated in the context of review and analysis of student’s source code, using the Teaching Plans which the task proposals are extracted along with their respective evaluation rubrics, determining the quality and effectiveness of generative AI within this real application.",Generative AI;Source coding;Large language models;Refining;Prototypes;Reliability engineering;Proposals;Iterative methods;Programming profession;Systematic literature review;generative artificial intelligence;education;programming;source code analysis;gpt-4o;api;web application,"{'month': 'March', 'issn': '', 'doi': '10.1109/EDUNINE62377.2025.10981398', 'keywords': 'Generative AI;Source coding;Large language models;Refining;Prototypes;Reliability engineering;Proposals;Iterative methods;Programming profession;Systematic literature review;generative artificial intelligence;education;programming;source code analysis;gpt-4o;api;web application', 'abstract': 'Generative Artificial Intelligence (GAI) has become significant in education, particularly for creating content, resources, and automating repetitive and timeconsuming tasks. This project explores GAI’s potential to support teachers in analyzing low-to-medium complexity programs of student’s tasks, supporting the activities of teachers. The proposed solution includes an API and web application built based on the GPT-4o Large Language Model (LLM), specifically designed for teachers. The methodology begins with a review of relevant literature review to identify scenarios where GAI have shown their potential in the educational field. Subsequently, the performance of the GPT-4o model is evaluated in the context of review and analysis of student’s source code, using the Teaching Plans which the task proposals are extracted along with their respective evaluation rubrics, determining the quality and effectiveness of generative AI within this real application.', 'pages': '1-4', 'number': '', 'volume': '', 'year': '2025', 'title': 'DS Generative AI for Supporting Teaching Activities', 'booktitle': '2025 IEEE Engineering Education World Conference (EDUNINE)', 'author': 'Montoya Montoya, José Fabián and Lopez-Vargas, Jorge', 'ENTRYTYPE': 'inproceedings', 'ID': '10981398'}"
8396171,Surgical workflow image generation based on generative adversarial networks,"Chen, Yuwen and Zhong, Kunhua and Wang, Fei and Wang, Hongqian and Zhao, Xueliang",Chen,10.1109/ICAIBD.2018.8396171,2018,2018 International Conference on Artificial Intelligence and Big Data (ICAIBD),"In the medical field, the labeling of surgical video data requires Expert knowledge, collecting enough numbers of marked surgical video data is difficult and time-consuming. The insufficient video data (labeled data) leads to the low generalization ability of the training model and the low accuracy of recognition. It has been recently shown that Generative Adversarial Networks (GANs) can produce synthetic images of exceptional visual fidelity. In this work, the authors propose the GAN-based method for automatic Surgical Workflow images. The theory and methodology of this paper are validated on real three surgery video datasets. It can generative effective surgical workflow images. The technology studied in this paper has broad application prospects in computer-aided surgical systems and is a core component of the artificial intelligence medical operating room in the future.",Surgery;Generators;Gallium nitride;Training;Hospitals;Biomedical imaging;Laparoscopes;surgical workflow;generative adversarial networks;CNN,"{'month': 'May', 'issn': '', 'doi': '10.1109/ICAIBD.2018.8396171', 'keywords': 'Surgery;Generators;Gallium nitride;Training;Hospitals;Biomedical imaging;Laparoscopes;surgical workflow;generative adversarial networks;CNN', 'abstract': 'In the medical field, the labeling of surgical video data requires Expert knowledge, collecting enough numbers of marked surgical video data is difficult and time-consuming. The insufficient video data (labeled data) leads to the low generalization ability of the training model and the low accuracy of recognition. It has been recently shown that Generative Adversarial Networks (GANs) can produce synthetic images of exceptional visual fidelity. In this work, the authors propose the GAN-based method for automatic Surgical Workflow images. The theory and methodology of this paper are validated on real three surgery video datasets. It can generative effective surgical workflow images. The technology studied in this paper has broad application prospects in computer-aided surgical systems and is a core component of the artificial intelligence medical operating room in the future.', 'pages': '82-86', 'number': '', 'volume': '', 'year': '2018', 'title': 'Surgical workflow image generation based on generative adversarial networks', 'booktitle': '2018 International Conference on Artificial Intelligence and Big Data (ICAIBD)', 'author': 'Chen, Yuwen and Zhong, Kunhua and Wang, Fei and Wang, Hongqian and Zhao, Xueliang', 'ENTRYTYPE': 'inproceedings', 'ID': '8396171'}"
9820158,Detection of Link Communities in Attributed Graphs via an Approximate Bayesian Generative Model,"Tang, Zehai and Hu, Lun and Pan, Xiangyu",Tang,10.1109/ICAIBD55127.2022.9820158,2022,2022 5th International Conference on Artificial Intelligence and Big Data (ICAIBD),"Attributed graphs are complex networks with non-trivial topological structures and rich node contents. Recently, a variety of algorithms have been proposed to detect meaningful communities from a given attributed graph by combining these topology and content information. However, few of them is capable of detecting the communities of links, which are better to interpret the node behaviors in forming communities. Furthermore, since nodes are possible to grouped into more than one communities, community detection upon links is natural and parameter-free to incorporate overlap, thus revealing the intrinsic organization of attributed graphs in a more reasonable way. In this work, we propose a novel Bayesian probabilistic model to approximately simulate the generative process of an attributed graph given the prior knowledge regarding the distribution of community labels over links. An efficient variational algorithm, namely VBLCD, is developed to solve the inference problem of the proposed model, thus completing the task of detecting link communities. To evaluate the performance of VBLCD, we have applied it to address two practical applications including document classification and social community detection, and also compared VBLCD with several state-of-the-art algorithms. Experimental results demonstrate the promising performance of VBLCD.",Organizations;Approximation algorithms;Probabilistic logic;Inference algorithms;Data models;Bayes methods;Classification algorithms;attributed graph;Bayesian probabilistic model;approximate generative process;community detection;clustering,"{'month': 'May', 'issn': '', 'doi': '10.1109/ICAIBD55127.2022.9820158', 'keywords': 'Organizations;Approximation algorithms;Probabilistic logic;Inference algorithms;Data models;Bayes methods;Classification algorithms;attributed graph;Bayesian probabilistic model;approximate generative process;community detection;clustering', 'abstract': 'Attributed graphs are complex networks with non-trivial topological structures and rich node contents. Recently, a variety of algorithms have been proposed to detect meaningful communities from a given attributed graph by combining these topology and content information. However, few of them is capable of detecting the communities of links, which are better to interpret the node behaviors in forming communities. Furthermore, since nodes are possible to grouped into more than one communities, community detection upon links is natural and parameter-free to incorporate overlap, thus revealing the intrinsic organization of attributed graphs in a more reasonable way. In this work, we propose a novel Bayesian probabilistic model to approximately simulate the generative process of an attributed graph given the prior knowledge regarding the distribution of community labels over links. An efficient variational algorithm, namely VBLCD, is developed to solve the inference problem of the proposed model, thus completing the task of detecting link communities. To evaluate the performance of VBLCD, we have applied it to address two practical applications including document classification and social community detection, and also compared VBLCD with several state-of-the-art algorithms. Experimental results demonstrate the promising performance of VBLCD.', 'pages': '315-320', 'number': '', 'volume': '', 'year': '2022', 'title': 'Detection of Link Communities in Attributed Graphs via an Approximate Bayesian Generative Model', 'booktitle': '2022 5th International Conference on Artificial Intelligence and Big Data (ICAIBD)', 'author': 'Tang, Zehai and Hu, Lun and Pan, Xiangyu', 'ENTRYTYPE': 'inproceedings', 'ID': '9820158'}"
9740494,A Reinforcement Learning System for Generating Instantaneous Quality Random Sequences,"Almardeny, Yahya and Benavoli, Alessio and Boujnah, Noureddine and Naredo, Enrique",Almardeny,10.1109/TAI.2022.3161893,2023,IEEE Transactions on Artificial Intelligence,"Random numbers are essential to most computer applications. Still, producing high-quality random sequences is a big challenge. Inspired by the success of artificial neural networks and reinforcement learning, we propose a novel and effective end-to-end learning system to generate pseudorandom sequences that operates under the upside-down reinforcement learning framework. It is based on manipulating the generalized information entropy metric to derive commands that instantaneously guide the agent toward the optimal random behavior. Using a wide range of evaluation tests, the proposed approach is compared against three state-of-the-art accredited pseudorandom number generators (PRNGs). The experimental results agree with our theoretical study and show that the proposed framework is a promising candidate for a wide range of applications.",Generators;Artificial intelligence;Random sequences;Reinforcement learning;NIST;Generative adversarial networks;Ciphers;Artificial intelligence (AI);pseudorandom number generators (PRNG);provably secure RNG;random;reinforcement learning;upside-down reinforcement learning (RL),"{'month': 'June', 'issn': '2691-4581', 'doi': '10.1109/TAI.2022.3161893', 'keywords': 'Generators;Artificial intelligence;Random sequences;Reinforcement learning;NIST;Generative adversarial networks;Ciphers;Artificial intelligence (AI);pseudorandom number generators (PRNG);provably secure RNG;random;reinforcement learning;upside-down reinforcement learning (RL)', 'abstract': 'Random numbers are essential to most computer applications. Still, producing high-quality random sequences is a big challenge. Inspired by the success of artificial neural networks and reinforcement learning, we propose a novel and effective end-to-end learning system to generate pseudorandom sequences that operates under the upside-down reinforcement learning framework. It is based on manipulating the generalized information entropy metric to derive commands that instantaneously guide the agent toward the optimal random behavior. Using a wide range of evaluation tests, the proposed approach is compared against three state-of-the-art accredited pseudorandom number generators (PRNGs). The experimental results agree with our theoretical study and show that the proposed framework is a promising candidate for a wide range of applications.', 'pages': '402-415', 'number': '3', 'volume': '4', 'year': '2023', 'title': 'A Reinforcement Learning System for Generating Instantaneous Quality Random Sequences', 'journal': 'IEEE Transactions on Artificial Intelligence', 'author': 'Almardeny, Yahya and Benavoli, Alessio and Boujnah, Noureddine and Naredo, Enrique', 'ENTRYTYPE': 'article', 'ID': '9740494'}"
9885879,Image Super-Resolution Based on Frequency Division Generative Adversarial Network,"Xu, Jian and Gao, Qiannan",Xu,10.1109/ICNLP55136.2022.00048,2022,2022 4th International Conference on Natural Language Processing (ICNLP),"Most supervised super-resolution (SR) algorithms require paired high-resolution (HR) and low-resolution (LR) images as training samples. However, the network structures trained by supervised algorithms don’t adapt to different image degradations and it is difficult to find paired HR and LR images in real world. In this paper, a new unsupervised image SR algorithm based on generative adversarial network (GAN) is proposed. (1) A new network that can be trained with unpaired HR and LR images is proposed. (2) An intermediate process is proposed so that network contains two GANs, the first learns LR degradation, and the second performs SR procedure. (3) The idea of frequency division training is adopted in LR degradation and SR procedures: low frequency of image is preserved and only high frequency is learned. Experimental results on different datasets show that proposed algorithm provide a better balance between visual quality of SR reconstructed images and computational cost when compared with the state-of-the-art SR algorithms.",Degradation;Training;Visualization;Adaptation models;Computational modeling;Superresolution;Frequency conversion;image super-resolution;generative adversarial network;unsupervised learning;frequency division training,"{'month': 'March', 'issn': '', 'doi': '10.1109/ICNLP55136.2022.00048', 'keywords': 'Degradation;Training;Visualization;Adaptation models;Computational modeling;Superresolution;Frequency conversion;image super-resolution;generative adversarial network;unsupervised learning;frequency division training', 'abstract': 'Most supervised super-resolution (SR) algorithms require paired high-resolution (HR) and low-resolution (LR) images as training samples. However, the network structures trained by supervised algorithms don’t adapt to different image degradations and it is difficult to find paired HR and LR images in real world. In this paper, a new unsupervised image SR algorithm based on generative adversarial network (GAN) is proposed. (1) A new network that can be trained with unpaired HR and LR images is proposed. (2) An intermediate process is proposed so that network contains two GANs, the first learns LR degradation, and the second performs SR procedure. (3) The idea of frequency division training is adopted in LR degradation and SR procedures: low frequency of image is preserved and only high frequency is learned. Experimental results on different datasets show that proposed algorithm provide a better balance between visual quality of SR reconstructed images and computational cost when compared with the state-of-the-art SR algorithms.', 'pages': '266-271', 'number': '', 'volume': '', 'year': '2022', 'title': 'Image Super-Resolution Based on Frequency Division Generative Adversarial Network', 'booktitle': '2022 4th International Conference on Natural Language Processing (ICNLP)', 'author': 'Xu, Jian and Gao, Qiannan', 'ENTRYTYPE': 'inproceedings', 'ID': '9885879'}"
10947318,Unified Visual Comparison Framework for Human and AI Paintings Using Neural Embeddings and Computational Aesthetics,"Ye, Yilin and Huang, Rong and Zhang, Kang and Zeng, Wei",Ye,10.1109/MCG.2025.3555122,2025,IEEE Computer Graphics and Applications,"To facilitate comparative analysis of artificial intelligence (AI) and human paintings, we present a unified computational framework combining neural embedding and computational aesthetic features. We first exploit CLIP embedding to provide a projected overview for human and AI painting datasets, and we next leverage computational aesthetic metrics to obtain explainable features of paintings. On that basis, we design a visual analytics system that involves distribution discrepancy measurement for quantifying dataset differences and evolutionary analysis for comparing artists with AI models. Case studies comparing three AI-generated datasets with three human paintings datasets, and analyzing the evolutionary differences between authentic Picasso paintings and AI-generated ones, show the effectiveness of our framework.",Painting;Artificial intelligence;Feature extraction;Image color analysis;Training;Brightness;Semantics;Computational modeling;Art;Generative AI,"{'month': 'March', 'issn': '1558-1756', 'doi': '10.1109/MCG.2025.3555122', 'keywords': 'Painting;Artificial intelligence;Feature extraction;Image color analysis;Training;Brightness;Semantics;Computational modeling;Art;Generative AI', 'abstract': 'To facilitate comparative analysis of artificial intelligence (AI) and human paintings, we present a unified computational framework combining neural embedding and computational aesthetic features. We first exploit CLIP embedding to provide a projected overview for human and AI painting datasets, and we next leverage computational aesthetic metrics to obtain explainable features of paintings. On that basis, we design a visual analytics system that involves distribution discrepancy measurement for quantifying dataset differences and evolutionary analysis for comparing artists with AI models. Case studies comparing three AI-generated datasets with three human paintings datasets, and analyzing the evolutionary differences between authentic Picasso paintings and AI-generated ones, show the effectiveness of our framework.', 'pages': '19-30', 'number': '2', 'volume': '45', 'year': '2025', 'title': 'Unified Visual Comparison Framework for Human and AI Paintings Using Neural Embeddings and Computational Aesthetics', 'journal': 'IEEE Computer Graphics and Applications', 'author': 'Ye, Yilin and Huang, Rong and Zhang, Kang and Zeng, Wei', 'ENTRYTYPE': 'article', 'ID': '10947318'}"
11158640,AI for Cybersecurity Threat Detection: A Machine Enabled Computing Perspective,"Mishra, Mandakani and Pradhan, Rohit Raj and Agrawalla, Kesab and Bokka, Raveendranadh",Mishra,10.1109/ASSIC64892.2025.11158640,2025,"2025 International Conference on Advancements in Smart, Secure and Intelligent Computing (ASSIC)","With the increasing sophistication of cyber threats through Advanced Persistent Threats, ransomware, and insider attacks, innovative cybersecurity strategy is required, and AI represents a crucial instrument that uses deep learning and reinforcement learning to determine, analyze, and mitigate risks. This paper discusses AI-based cybersecurity, outlining a new model for AI, which improves on threat detection and response efficiency by increasing explainability. Analyzing large datasets and recognizing attack patterns and vulnerabilities to predict them has significantly improved the anomaly detection system and threat mitigation. The model also ensures that it follows ethical standards, including bias and transparency in AI-driven security. The results of this study show the significant advancements of cybersecurity resilience by integrating AI into modern threat defense. This AI-based approach offers scalable, adaptive, and proactive security. It allows organizations to effectively be prepared to deal with increasingly changing cyber threats.",Deep learning;Explainable AI;Standards organizations;Reinforcement learning;Threat assessment;Real-time systems;Time factors;Computer security;Artificial intelligence;Anomaly detection;AI;Cybersecurity;Threat Detection;Deep Learning;Anomaly Detection;Reinforcement Learning,"{'month': 'May', 'issn': '', 'doi': '10.1109/ASSIC64892.2025.11158640', 'keywords': 'Deep learning;Explainable AI;Standards organizations;Reinforcement learning;Threat assessment;Real-time systems;Time factors;Computer security;Artificial intelligence;Anomaly detection;AI;Cybersecurity;Threat Detection;Deep Learning;Anomaly Detection;Reinforcement Learning', 'abstract': 'With the increasing sophistication of cyber threats through Advanced Persistent Threats, ransomware, and insider attacks, innovative cybersecurity strategy is required, and AI represents a crucial instrument that uses deep learning and reinforcement learning to determine, analyze, and mitigate risks. This paper discusses AI-based cybersecurity, outlining a new model for AI, which improves on threat detection and response efficiency by increasing explainability. Analyzing large datasets and recognizing attack patterns and vulnerabilities to predict them has significantly improved the anomaly detection system and threat mitigation. The model also ensures that it follows ethical standards, including bias and transparency in AI-driven security. The results of this study show the significant advancements of cybersecurity resilience by integrating AI into modern threat defense. This AI-based approach offers scalable, adaptive, and proactive security. It allows organizations to effectively be prepared to deal with increasingly changing cyber threats.', 'pages': '1-5', 'number': '', 'volume': '', 'year': '2025', 'title': 'AI for Cybersecurity Threat Detection: A Machine Enabled Computing Perspective', 'booktitle': '2025 International Conference on Advancements in Smart, Secure and Intelligent Computing (ASSIC)', 'author': 'Mishra, Mandakani and Pradhan, Rohit Raj and Agrawalla, Kesab and Bokka, Raveendranadh', 'ENTRYTYPE': 'inproceedings', 'ID': '11158640'}"
10597596,A Survey on Symbolic Knowledge Distillation of Large Language Models,"Acharya, Kamal and Velasquez, Alvaro and Song, Houbing Herbert",Acharya,10.1109/TAI.2024.3428519,2024,IEEE Transactions on Artificial Intelligence,"This survey article delves into the emerging and critical area of symbolic knowledge distillation in large language models (LLMs). As LLMs such as generative pretrained transformer-3 (GPT-3) and bidirectional encoder representations from transformers (BERT) continue to expand in scale and complexity, the challenge of effectively harnessing their extensive knowledge becomes paramount. This survey concentrates on the process of distilling the intricate, often implicit knowledge contained within these models into a more symbolic, explicit form. This transformation is crucial for enhancing the interpretability, efficiency, and applicability of LLMs. We categorize the existing research based on methodologies and applications, focusing on how symbolic knowledge distillation can be used to improve the transparency and functionality of smaller, more efficient artificial intelligence (AI) models. The survey discusses the core challenges, including maintaining the depth of knowledge in a comprehensible format, and explores the various approaches and techniques that have been developed in this field. We identify gaps in current research and potential opportunities for future advancements. This survey aims to provide a comprehensive overview of symbolic knowledge distillation in LLMs, spotlighting its significance in the progression toward more accessible and efficient AI systems.",Surveys;Computational modeling;Artificial intelligence;Training;Predictive models;Data models;Transformers;Large language models (LLMs);symbolic knowledge;symbolic knowledge distillation,"{'month': 'Dec', 'issn': '2691-4581', 'doi': '10.1109/TAI.2024.3428519', 'keywords': 'Surveys;Computational modeling;Artificial intelligence;Training;Predictive models;Data models;Transformers;Large language models (LLMs);symbolic knowledge;symbolic knowledge distillation', 'abstract': 'This survey article delves into the emerging and critical area of symbolic knowledge distillation in large language models (LLMs). As LLMs such as generative pretrained transformer-3 (GPT-3) and bidirectional encoder representations from transformers (BERT) continue to expand in scale and complexity, the challenge of effectively harnessing their extensive knowledge becomes paramount. This survey concentrates on the process of distilling the intricate, often implicit knowledge contained within these models into a more symbolic, explicit form. This transformation is crucial for enhancing the interpretability, efficiency, and applicability of LLMs. We categorize the existing research based on methodologies and applications, focusing on how symbolic knowledge distillation can be used to improve the transparency and functionality of smaller, more efficient artificial intelligence (AI) models. The survey discusses the core challenges, including maintaining the depth of knowledge in a comprehensible format, and explores the various approaches and techniques that have been developed in this field. We identify gaps in current research and potential opportunities for future advancements. This survey aims to provide a comprehensive overview of symbolic knowledge distillation in LLMs, spotlighting its significance in the progression toward more accessible and efficient AI systems.', 'pages': '5928-5948', 'number': '12', 'volume': '5', 'year': '2024', 'title': 'A Survey on Symbolic Knowledge Distillation of Large Language Models', 'journal': 'IEEE Transactions on Artificial Intelligence', 'author': 'Acharya, Kamal and Velasquez, Alvaro and Song, Houbing Herbert', 'ENTRYTYPE': 'article', 'ID': '10597596'}"
10545728,Research on Internet of Things Human-Computer Interaction System Based on Computer Artificial Intelligence Technology,"Cheng, Zitong",Cheng,10.1109/ICCECT60629.2024.10545728,2024,"2024 IEEE 2nd International Conference on Control, Electronics and Computer Technology (ICCECT)","This piece delves into the realm of the Internet of Things and explores the synergy between AI technology and human-machine interaction systems. Specifically, an analysis is conducted on the core of computer AI-driven dialogue processes and associated technologies, such as automated question answering, continuous speech recognition, and text-to-speech systems. Research indicates that AI technology greatly enhances the efficiency and accuracy of these interaction systems, particularly in handling continuous streams of natural language input and output. A deeper analysis of the automated question answering system reveals its reliance on sophisticated natural language processing and knowledge graph technologies, aiming to enhance the quality of problem analysis and response generation. Similarly, the exploration of continuous speech recognition systems demonstrates their pivotal role in converting speech information into text accurately, which is vital for achieving smooth human-machine conversations. Furthermore, the analysis of text-to-speech systems highlights the natural and fluid transformation of textual information into speech output through advanced speech synthesis technology. To ensure practicality and the actual effectiveness of the design, a series of system validation tests are proposed and implemented in this study. These tests evaluate the core performance indicators of the system, with recognition rate tests focusing on the accuracy of speech and text processing, while communication distance tests ensure stable connectivity between base stations and IoT nodes. Through this comprehensive validation, the research findings demonstrate the efficient performance and reliability of this human-machine interaction system in IoT applications.",Human computer interaction;Technological innovation;Text recognition;Speech recognition;Question answering (information retrieval);User experience;Internet of Things;Computer AI;Artificial Intelligence Technology;Internet of Things;Human-Computer Interaction Systems,"{'month': 'April', 'issn': '', 'doi': '10.1109/ICCECT60629.2024.10545728', 'keywords': 'Human computer interaction;Technological innovation;Text recognition;Speech recognition;Question answering (information retrieval);User experience;Internet of Things;Computer AI;Artificial Intelligence Technology;Internet of Things;Human-Computer Interaction Systems', 'abstract': 'This piece delves into the realm of the Internet of Things and explores the synergy between AI technology and human-machine interaction systems. Specifically, an analysis is conducted on the core of computer AI-driven dialogue processes and associated technologies, such as automated question answering, continuous speech recognition, and text-to-speech systems. Research indicates that AI technology greatly enhances the efficiency and accuracy of these interaction systems, particularly in handling continuous streams of natural language input and output. A deeper analysis of the automated question answering system reveals its reliance on sophisticated natural language processing and knowledge graph technologies, aiming to enhance the quality of problem analysis and response generation. Similarly, the exploration of continuous speech recognition systems demonstrates their pivotal role in converting speech information into text accurately, which is vital for achieving smooth human-machine conversations. Furthermore, the analysis of text-to-speech systems highlights the natural and fluid transformation of textual information into speech output through advanced speech synthesis technology. To ensure practicality and the actual effectiveness of the design, a series of system validation tests are proposed and implemented in this study. These tests evaluate the core performance indicators of the system, with recognition rate tests focusing on the accuracy of speech and text processing, while communication distance tests ensure stable connectivity between base stations and IoT nodes. Through this comprehensive validation, the research findings demonstrate the efficient performance and reliability of this human-machine interaction system in IoT applications.', 'pages': '1135-1139', 'number': '', 'volume': '', 'year': '2024', 'title': 'Research on Internet of Things Human-Computer Interaction System Based on Computer Artificial Intelligence Technology', 'booktitle': '2024 IEEE 2nd International Conference on Control, Electronics and Computer Technology (ICCECT)', 'author': 'Cheng, Zitong', 'ENTRYTYPE': 'inproceedings', 'ID': '10545728'}"
